問題発見日,記入者,ユニットコード,図品番,不具合内容,対策内容,発生タイミング,項目,設計回答日,設計回答者,完了予定日,図面修正完了日,対策品集合日,対策完了日,blank,SEで見切るべき,SEで見れない,設計未対応,発生タイミング,項目,サイレン,組付課名,管理番号,製作番号,基盤,設備名,日付差,対策完了日,担当組付課,機種コード,担当設計室
2025/1/14,,,,生技TP組付けミスにより溶着部のミミが溶着ストッパ部に乗っている,修正してもらいます,各個,組付不良,,,,,,2025/1/17,,,,,各個,組付不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,129,2025/7/11,QEE33,ZL1523,QE760
2025/1/15,,,,"１ｓｔ搬入時のｾﾝｻｰ異常表示がない
（ﾀｲﾑｵｰﾊﾞｰ等）",搬入異常追加,,,,藤田,2025/1/20,,,2025/1/27,,,,,,,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,4,2025/1/20,QEE33,ZL1523,QE760
2025/1/15,,ASZ,,機番プレートの手配漏れ(アルミ銘板),GMに確認,,設計不良,2025/1/24,荒巻,2025/1/24,,2025/2/4,2025/2/4,,,,,,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,8,2025/1/24,QEE33,ZL1523,QE760
2025/1/15,,,,基準短辺の必要拘束圧に対しサーボシリンダ定格加圧力低い,"現状は圧力を下げて調整
将来的にはサーボシリンダスペックアップ必要
250509現状の加圧圧が正しいか再度生技に確認中
→真空引き状態で100kPaになりように調整(暫定)
異常が出ればM設連絡",,設計不良,2025/6/9,荒巻,2025/6/2,,,2025/6/9,,,,,,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,99,2025/6/2,QEE33,ZL1523,QE760
2025/1/16,,,,ヒーターとシール部ポリアセタール、弾性体近い為溶ける恐れあり,"加熱部周辺のポリアセタール⇒PEEK　弾性体⇒シリコン
で対策品作り直し
立ち合い等の日程は生技確認
",,懸念事項,2025/1/24,荒巻,2025/1/24,2025/1/21,2025/1/29,2025/3/21,,,,,,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,7,2025/1/24,QEE33,ZL1523,QE760
2025/1/17,,,,チャンバー内が負圧になることでラミが膨張するため拘束軸のロードセル値が上昇する,"①常に荷重制御で110KNをキープ⇒軸は逃げる
②ﾛｰﾄﾞセルの上限異常を無視して押え込む",,懸念事項,2025/1/24,荒巻,2025/1/24,,,2025/6/2,,,,,,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,6,2025/1/24,QEE33,ZL1523,QE760
2025/1/17,,,,"チャンバー内キャリア搬送サーボモータスペック
パレット＋ワークの重量に負けており回生が発生しﾁｬﾝﾊﾞｰ内ｷｬﾘｱ上下、下降不良（負荷が高い）","現状暫定で、設定値の２倍の速さで動作
⇒ﾓｰﾀｰ容量を上げる
現状でイケそうなのでサイクル線図修正",,設計不良,2025/1/24,荒巻,2025/1/31,,,2025/2/25,,,,,,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,11,2025/1/31,QEE33,ZL1523,QE760
2025/1/20,,,,水冷配管ボールバルブハンドル正面に向けようとするとねじ込み足らずで漏水する。,ユニオン追加　⇒　図面修正します,各個,設計不良,2025/1/27,荒巻,2025/2/20,,,2025/3/19,,,,,各個,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,24,2025/2/20,QEE33,ZL1523,QE760
2025/1/20,,,,真空引き引き過ぎた際のリカバリできない,"現状は減圧仮封止も同様で運用してる
細かい調整が必要かどうかはトライでどれだけ値を振りたいかによるので生技と相談します
２５０５０９ULVACのセンサ廃止します。
現状のCKDセンサで問題なければモノに合わせ図面変更します。空いたポートに大気開放用のバイパス回路組み込んで引き過ぎ対応します⇒5月中に納期回答します
⇒実証機では不要、号口で対応",各個,懸念事項,2025/5/9,岩本,,,,2025/7/8,,,,,各個,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,125,2025/7/11,QEE33,ZL1523,QE760
2025/1/20,,,,１６PS1 ,"他設備で使っている長野計器製に交換　⇒　手配します（納期確認中）⇒No.44と同様
⇒圧力計変更",各個,設計不良,2025/5/9,荒巻,,,,2025/7/8,,,,,各個,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,125,2025/7/11,QEE33,ZL1523,QE760
2025/1/20,,,,16PS2 陽圧P/SWのため負圧には使えない,"減圧仮封止では大気圧確認用に使用してる
現状うちでは真空圧確認として使ってるのでASS見直します→No.44と同様
⇒圧力計変更",各個,設計不良,2025/5/9,荒巻,,,,2025/7/8,,,,,各個,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,125,2025/7/11,QEE33,ZL1523,QE760
2025/1/20,辻本EX,VGK357,26,3Dモデル上後入れナットがSHNTP6-6になっているが入荷したものはSHNTAP6-5になっている,"SHNTP6-6にて施工
モデル修正",造り込み,,,荒巻,,,,2025/4/15,,,,,造り込み,,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,125,2025/7/11,QEE33,ZL1523,QE760
2025/1/20,辻本EX,VAN105,"034
044K",蝶番に接する面がそれぞれ素材面と加工面になっているため通し穴とタップ穴がずれている,"モノはこのままいきます。組付け順番変えて蝶番を最後に取り付けてください
図面の素材面は加工面に修正します",造り込み,設計不良,2025/1/24,荒巻,2025/2/14,,,2025/2/4,,,,,造り込み,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,20,2025/2/14,QEE33,ZL1523,QE760
2025/1/22,辻本EX,,,真空引き到達圧±0.2kpa厳しい,"上下限を暫定で広げる
抜き機構はつける方向で考えますが、差し当たっては目標値手前に停止値（名前は仮）を設けて目標値手前で引くのを止めていい感じに目標値に入れたいです。抜き機構はこれに加えての補助調整機構として入れたい
No.44対策後様子見
⇒抜き機構、実証では不要と判断 岩本",造り込み,懸念事項,2025/5/9,荒巻,,,,2025/7/1,,,,,造り込み,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,123,2025/7/11,QEE33,ZL1523,QE760
2025/1/22,辻本EX,,,連続中断で止まった時に真空関係の値等はどうするか,"生技と協議中
250509溶着前であればリトライ可⇒制御回路確認",造り込み,仕様未確定,2025/5/9,荒巻,2025/9/30,,,,,,,,造り込み,仕様未確定,中,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,180,2025/9/30,QEE33,ZL1523,QE760
2025/1/22,辻本EX,,,"真空引き圧力SWが大気圧が０のため銘板表示と合ってない
銘板は大気圧が100kpaで製作",修正します,造り込み,設計不良,2025/1/27,荒巻,2025/1/28,,,2025/2/25,,,,,造り込み,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/1/28,QEE33,ZL1523,QE760
2025/1/22,辻本EX,,,加工中（拘束・真空引き・溶着）に連続が切れた後の所作は？,生技と協議中⇒No.50と同様,造り込み,仕様未確定,2025/5/9,荒巻,2025/9/30,,,,,,,,造り込み,仕様未確定,中,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,180,2025/9/30,QEE33,ZL1523,QE760
2025/1/22,辻本EX,,,QR読んでないのに設備動くのはOK？,"QRのON/OFF切り替えモードあり
OFF状態では読まないで連続かかってOKだが、ワークNGは書き込むようにしてください
※QRに限らずモードOFFはワークNG書き込み要",造り込み,懸念事項,,,,,,2025/4/15,,,,,造り込み,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,123,2025/7/11,QEE33,ZL1523,QE760
2025/1/22,辻本EX,,,No.9、10について大きい穴は埋めたが小さい穴のカバーがないが良いか？,"カバー手配します
⇒緊急性は低いので個別までに完了させます
→個別延長、クリーン化後に対応完了させます",造り込み,懸念事項,,荒巻,2025/9/30,,,,,,,,造り込み,懸念事項,中,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,180,2025/9/30,QEE33,ZL1523,QE760
2025/1/22,藤田,,,真空ポンプ配線間違っていた,"配線＆回路修正済み
配線は施工ミスだがその状態で現状までなぜ動いてたのか状況整理＆再発防止を展開",造り込み,施工不良,,藤田,2025/1/21,,,2025/1/21,,,,,造り込み,施工不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,-2,2025/1/21,QEE33,ZL1523,QE760
2025/1/28,辻本EX,,,電源スイッチと制御盤の穴の位置がズレてる,出荷ばらし時に修正,造り込み,施工不良,2025/2/3,片山,,,,2025/3/19,,,,,造り込み,施工不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,119,2025/7/11,QEE33,ZL1523,QE760
2025/1/28,坂本,WPV148,18,"カルライト部品穴位置ズレ
穴間寸法18→16",石川TL追加工,総組付,加工ミス（外注）,,,,,,2025/1/28,,,,,総組付,加工ミス（外注）,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,119,2025/7/11,QEE33,ZL1523,QE760
2025/1/28,坂本,PAG181,018K,銘板ブラケット(補助ローラ部)ベースと干渉,"機器に直接銘板貼り付けで対応
（実証機のみ）",,,,,,,,2025/5/7,,,,,,,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,119,2025/7/11,QEE33,ZL1523,QE760
2025/2/5,辻本EX,,,各サーボモータ、コネクタが上向き,現状でOK,総組付,設計不良,,,,,,2025/3/20,,,,,総組付,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,113,2025/7/11,QEE33,ZL1523,QE760
2025/2/5,辻本EX,,,落下防止在籍確認近接SWブラケット、検出面より離れすぎで検知しない,ブラケット形状変更,不具合対策時,設計不良,2025/2/3,荒巻,2025/5/15,,,2025/5/8,,,,,不具合対策時,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,72,2025/5/15,QEE33,ZL1523,QE760
2025/2/5,辻本EX,,,落下防止在籍確認近接SW追加分センサリンク銘板変更必要,銘板変更,不具合対策時,ポカミス,,,,,,2025/3/20,,,,,不具合対策時,ポカミス,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,113,2025/7/11,QEE33,ZL1523,QE760
2025/2/5,辻本EX,,,落下防止移設に伴う配線取り回し変更3Dモデル無し,モデル修正,不具合対策時,設計不良,,,,,,2025/3/7,,,,,不具合対策時,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,113,2025/7/11,QEE33,ZL1523,QE760
2025/2/4,坂本,,,耐久運転時1サイクルでカウントアップ2回する,シーケンス回路修正,耐久準備耐久,設計不良,,,2025/2/4,,,2025/2/4,,,,,耐久準備耐久,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,1,2025/2/4,QEE33,ZL1523,QE760
2025/2/4,辻本EX,,,真空圧到達タイムオーバー発生,"引き過ぎてしまう　リカバリ方法無し⇒No.44と同様
⇒実証機では不要、号口で対応",耐久準備耐久,,2025/5/9,荒巻,,,,2025/7/1,,,,,耐久準備耐久,,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,114,2025/7/11,QEE33,ZL1523,QE760
2025/2/7,辻本EX,VAN105,,"サーボシリンダのロードセルFB制御に変更後チャンバー扉押し込み位置押し込み圧安定しない
真空引きでPos変わるのはそもそもスペック不足？","荷重制御へ変更
７０００Nの根拠調べます
→現物確認と波形をとって判断します",造り込み,懸念事項,2025/5/9,荒巻,2025/5/16,,,2025/6/9,,,,,造り込み,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,71,2025/5/16,QEE33,ZL1523,QE760
2025/2/10,辻本EX,,,"IAI電動シリンダとユニット干渉
カバー破損している",今回はカバー取り外しで対応,造り込み,設計不良,,,,,,2025/3/7,,,,,造り込み,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,110,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,1stFrストッパ抜いた状態で1st位置決めピン抜ける,"位置抜きの条件に
Frストッパ両方入り端か
プッシュプル上下が入り端か？どちらかON
しているかを監視するよう回路に追加",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/3/14,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,1stFrストッパ抜き・位置決め入り・プッシュプル上昇から位置決め抜くと搬送コンベア逆転寸動ボタンのみ有効になる,正転と条件揃えます,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/3/14,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,1stにパレット到達していてもコンベア寸動逆転有効になっている。アンチバックがあるのでパレットは下がらない。,コンベア寸動逆転できないように,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/3/14,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,コンベア正転逆転の条件がバラバラ,"No.68,69で揃えます",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/3/14,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,プッシュプル走行終了位置動作中に2st位置決めピンが動作する,"2ST在籍端がONしていなければ
位置決めが入れれる様にしてあります。
2ST在籍端のセンサ位置を確認
プッシュプル走行動作中に2st位置決めピン入れないで",ｼﾐｭﾚｰｼｮﾝ,懸念事項,2025/3/13,藤田,2025/3/14,,,2025/3/15,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,2stパレットあり・プッシュプル下降端の状態でプッシュプル走行がどのポジションでもプッシュプル上昇出来る,"プッシュプル上下動作の条件を
走行がいずれか位置にいる事を条件に追加
2stパレット在席してる時はプッシュプル走行引出終了位置か押し込み開始位置でのみプッシュプル上昇可",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/3/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,チャンバ内Frストッパ抜きでプッシュプル走行押し込み終了位置動作できる,再度再現時見せて頂けると助かります泣,,,,,,,,2025/4/15,,,,,,,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,87,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"チャンバ内パレット無し時自由に搬送キャリア上下できない
出口扉閉じでないと上昇できない",再度再現時見せて頂けると助かります泣,,,,,,,,2025/4/15,,,,,,,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,87,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,扉上下閉じ開きは上昇下降に変えてほしい,号口で対応検討させてください,ｼﾐｭﾚｰｼｮﾝ,要望,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,要望,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,出口扉上下閉じるまでチャンバFrストッパ抜けないが出口扉閉じた後Frストッパ抜いた状態で出口扉開く,修正します,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/3/14,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,チャンバ内パレット有で搬送キャリア上下はどの条件で下がるの？,"加圧軸が全上昇端
後工程信号なし(進入中とピン差込)
以下ﾜｰｸ有時監視
ﾌﾟｯｼｭﾌﾟﾙ走行が干渉外かつ
Frｽﾄｯﾊﾟﾁｬﾝﾊﾞｰが抜き
",ｼﾐｭﾚｰｼｮﾝ,懸念事項,,,,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,87,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,出口扉押し込み密閉開始位置から押し込み閉じ有効にならない,"ｼﾐｭﾚｰｼｮﾝでは開始位置から動きません
ﾄﾙｸ制御動作不可",ｼﾐｭﾚｰｼｮﾝ,懸念事項,,,,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,87,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,全加圧ユニット上昇・拘束動作時全シール加圧上昇・拘束フリッカしない（拘束開始位置も同じかもね）,ﾌﾘｯｶさせます,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,全加圧ユニット拘束動作時電極部が先に加圧拘束位置に到達すると全加圧ユニット拘束が完了してないにもかかわらず電極部加圧上昇が有効になる。逆動作も確認のこと,押せない様にします,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,真空バルブサブ入フリッカしないで点灯している,ﾌﾘｯｶさせます,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,各個で溶着した際真空引き時間・溶着時間の担保できないが完了立てるべき？,"各個操作では
温度50度以下､ﾋｰﾀ上下機能切り状態で
閉じ操作ができるようにします。",造り込み,製品品質,2025/3/21,片山,2025/3/21,,,2025/4/15,,,,,造り込み,製品品質,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,7,2025/3/21,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"NGワークモードがタッチパネルを見て判断できない。
NGワークモードのリセットは可能なの？","NGワークランプ追加します
NGワークモードのリセットは不可",造り込み,設備品質,2025/3/21,片山,2025/5/9,,,2025/5/20,,,,,造り込み,設備品質,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,42,2025/5/9,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,真空引き及び大気解放それぞれの状態にそれぞれの圧確認のバック接点必要ないか？,"入れさせていただきます。
RSで入れると動作が難しくなるので
RS時点でもRS接点でORバイパスしておきます",ｼﾐｭﾚｰｼｮﾝ,懸念事項,2025/3/13,藤田,2025/3/14,,,2025/5/20,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,真空引き状態で全シール加圧拘束開始位置グレーアウトしてない（シール部単独ボタンもすべて）,"RSでは真空状態と大気状態が両方
ONしている為。加圧軸上昇指示には
絶対条件に大気圧が条件に入っています",ｼﾐｭﾚｰｼｮﾝ,懸念事項,2025/3/13,藤田,2025/3/14,,,2025/5/20,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"各個操作で後工程にパレット流せない
仕様で縛られている",各個でも工程間やれるように修正,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/5/20,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,設定画面 ﾁｬﾝﾊﾞ真空圧名称を調圧開始圧力の方がわかりやすい,号口で対応検討させてください,ｼﾐｭﾚｰｼｮﾝ,要望,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,要望,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"異常詳細画面コメント
１６PRS7開きOFFチェック異常だと部位がわからない",革新の標準仕様で全設備共通の表記方法となりますのでご了承願います,ｼﾐｭﾚｰｼｮﾝ,要望,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,要望,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,真空引きサイクル起動フリッカしない,"真空状態から真空ｻｲｸﾙを開始している
(↑RSと実機設定値変更にて可能)
際の起動回路を修正",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,調圧バルブ OFFチェック不要,"画面から削除致します。
回路間違い→サブバルブ不要、チャンバーバルブ監視に変更",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/5/9,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,搬入サイクル後加工サイクル起動させると加圧サイクルのみ動作する,"加工サイクルに扉閉じ状態を監視するように
条件変更",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,チャンバ内Ｆｒストッパ　チャンバ内ワーク上下させるとパレットと干渉するため、加工完了してないワークがいる状態でストッパ下がってる状態が作れてしまう,加工完了＆FRストッパ上がりきるまで出口扉開かないように変更（各個操作時のみ）,造り込み,設計不良,2025/3/13,荒巻,,,,2025/5/9,,,,,造り込み,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,87,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"異常詳細(ZL1523)_20250213.xism
行番号197～200 ピン表記をブロックに変更",修正いたします。,ｼﾐｭﾚｰｼｮﾝ,要望,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,要望,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"異常詳細(ZL1523)_20250213.xism
16PRS1開き動作不良など機器符号のみでは何かわからない",革新の標準仕様で全設備共通の表記方法となりますのでご了承願います,ｼﾐｭﾚｰｼｮﾝ,要望,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,要望,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"異常ガイダンス
在籍×→在席○","ガイダンス仕様書の修正忘れ
修正いたします。",ｼﾐｭﾚｰｼｮﾝ,ポカミス,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,ポカミス,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,"異常ガイダンス
パレット浮き検知異常はワーク有に変わってます","ガイダンス仕様書の修正忘れ
修正いたします。",ｼﾐｭﾚｰｼｮﾝ,ポカミス,2025/3/19,片山,2025/3/19,,,2025/3/19,,,,,ｼﾐｭﾚｰｼｮﾝ,ポカミス,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,5,2025/3/19,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,加圧・減圧・溶着切で連続掛けると搬入サイクル以降動かない,再度再現時見せて頂けると助かります泣,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,加圧・減圧・溶着切にすると真空引きと熱溶着の完了ランプ点灯するが加圧のランプは点灯しない,"加圧は実際に加圧状態の時のみ点灯します。
真空完了も同じく減圧状態を監視し点灯。",ｼﾐｭﾚｰｼｮﾝ,懸念事項,,藤田,,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,87,2025/7/11,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,上の状態から加圧・減圧・溶着入にしても真空引き・熱溶着完了リセットできない。,"全動作切時はNGﾜｰｸﾓｰﾄﾞを立てていたが
全切ﾓｰﾄﾞを新たに新設。完了ﾘｾｯﾄも効く様に
回路変更。NGﾜｰｸのﾘｾｯﾄについてはNo.84で
回答させていただきます",ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,連続動作時チャンバ内にパレット搬送後補助ローラが下がってからプッシュプルが戻っているが同時に戻る回路にしたはずでは？,"トレースにて説明させていただきますが
プッシュプル走行のCAD図がおかしい為
止まっているように見えますが軸は動いています",ｼﾐｭﾚｰｼｮﾝ,懸念事項,2025/3/13,藤田,2025/3/14,,,2025/5/9,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,溶着切にしても熱溶着完了ランプ点灯しない,"チャンバー内にワークが来たのを監視し点灯
させています。",ｼﾐｭﾚｰｼｮﾝ,懸念事項,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,懸念事項,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
2025/3/13,辻本EX,,,加圧・溶着入 減圧切 ヒータ上下切で連続起動かけると起動不良発生,再度再現時見せて頂けると助かります泣,ｼﾐｭﾚｰｼｮﾝ,設計不良,2025/3/13,藤田,2025/3/14,,,2025/4/15,,,,,ｼﾐｭﾚｰｼｮﾝ,設計不良,,第1組付課,５FB1920,21045,KAMB0022,ラミ減圧封止,2,2025/3/14,QEE33,ZL1523,QE760
